,STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL CASES,AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,GENERAL VOTES,POSTAL VOTES,TOTAL VOTES,OVER TOTAL ELECTORS IN CONSTITUENCY,OVER TOTAL VOTES POLLED IN CONSTITUENCY,TOTAL ELECTORS
1734,West Bengal,RAIGANJ,DEBASREE CHAUDHURI,1,BJP,Lotus,FEMALE,2,48,GENERAL,Post Graduate,6139123,823416,509862,1790,511652,31.95388516,40.03298708,1601220
1735,West Bengal,RAIGANJ,AGARWAL KANAIALAL,0,AITC,Flowers and Grass,MALE,4,64,GENERAL,Post Graduate,20695117,0,449269,1809,451078,28.17089469,35.29351932,1601220
1736,West Bengal,RAIGANJ,MD. SALIM,0,CPI(M),"Hammer, Sickle and Star",MALE,1,61,GENERAL,Post Graduate,9690051,619755,181310,725,182035,11.368519,14.24289322,1601220
1737,West Bengal,RAIGANJ,DEEPA DASMUNSI,0,INC,Hand,FEMALE,4,58,GENERAL,Post Graduate,15615375,0,83460,202,83662,5.224891021,6.545933106,1601220
1739,Chhattisgarh,RAIGARH,GOMATI SAI,1,BJP,Lotus,FEMALE,0,43,ST,12th Pass,7043539,0,656939,1396,658335,37.97053302,48.73880337,1733805
1740,Chhattisgarh,RAIGARH,LALJEET SINGH RATHIA,0,INC,Hand,MALE,1,42,ST,Post Graduate,7254977,2080854,590690,1618,592308,34.16231929,43.85059756,1733805
1741,Chhattisgarh,RAIGARH,INNOCENT KUJUR,0,BSP,Elephant,MALE,0,58,ST,Graduate,7697000,1475000,26491,105,26596,1.533967199,1.968993316,1733805
1743,Chhattisgarh,RAIPUR,Sunil Kumar Soni,1,BJP,Lotus,MALE,0,57,GENERAL,Graduate,46068126,2482214,836211,1691,837902,39.67831237,59.97257258,2111738
1744,Chhattisgarh,RAIPUR,Pramod Dubey,0,INC,Hand,MALE,0,53,GENERAL,Post Graduate,64682454,7605574,488515,1149,489664,23.18772499,35.04754706,2111738
1745,Andhra Pradesh,RAJAHMUNDRY,MARGANI BHARAT,1,YSRCP,Ceiling Fan,MALE,2,36,GENERAL,Graduate,458205360,17814757,578471,3553,582024,37.93525983,46.54374932,1534256
1746,Andhra Pradesh,RAJAHMUNDRY,MAGANTI ROOPA,0,TDP,Bicycle,FEMALE,0,45,GENERAL,Graduate,431848590,324874000,459100,1290,460390,30.00737817,36.81682671,1534256
1747,Andhra Pradesh,RAJAHMUNDRY,AKULA SATYANARAYANA,0,JnP,Glass Tumbler,MALE,0,55,GENERAL,Post Graduate,673924565,461954372,155164,643,155807,10.1552153,12.45969573,1534256
1749,Andhra Pradesh,RAJAHMUNDRY,NALLURI VIJAYA SRINIVASA RAO,0,INC,Hand,MALE,0,55,GENERAL,12th Pass,562700,261693,12678,47,12725,0.829392227,1.017602728,1534256
1750,Andhra Pradesh,RAJAMPET,P.V.MIDHUN REDDY,1,YSRCP,Ceiling Fan,MALE,3,42,GENERAL,Post Graduate,665085701,205473477,695277,6934,702211,45.39360983,57.26949024,1546938
1751,Andhra Pradesh,RAJAMPET,D A SATHYA PRABHA,0,TDP,Bicycle,FEMALE,0,68,GENERAL,12th Pass,2204833211,593275186,429710,4217,433927,28.05070404,35.38933183,1546938
1752,Andhra Pradesh,RAJAMPET,SYED MUKARRAM,0,JnP,Glass Tumbler,MALE,0,42,GENERAL,10th Pass,600000,1200000,33833,153,33986,2.19698527,2.77176076,1546938
1754,Andhra Pradesh,RAJAMPET,M.SHAJAHAN BASHA (JAHA),0,INC,Hand,MALE,2,48,GENERAL,10th Pass,27400500,5600000,20959,191,21150,1.367217044,1.724908494,1546938
1755,Madhya Pradesh,RAJGARH,RODMAL NAGAR,1,BJP,Lotus,MALE,0,58,GENERAL,Graduate,40198295,3921362,822225,1599,823824,48.62243401,65.33463396,1694329
1756,Madhya Pradesh,RAJGARH,MONA SUSTANI,0,INC,Hand,FEMALE,0,50,GENERAL,Graduate,23174475,5353782,392160,645,392805,23.18351395,31.15200685,1694329
1757,Gujarat,RAJKOT,KUNDARIA MOHANBHAI KALYANJIBHAI,1,BJP,Lotus,MALE,0,67,GENERAL,8th Pass,68818120,16566856,755296,3349,758645,40.26053698,63.41594918,1884339
1758,Gujarat,RAJKOT,KAGATHARA LALITBHAI,0,INC,Hand,MALE,2,61,GENERAL,Graduate,97582897,82106333,388405,1833,390238,20.70954324,32.62041294,1884339
1760,Gujarat,RAJKOT,VIJAY PARMAR,0,BSP,Elephant,MALE,4,48,SC,12th Pass,535000,0,15288,100,15388,0.816625883,1.286299423,1884339
1761,Jharkhand,RAJMAHAL,VIJAY KUMAR HANSDAK,1,JMM,Bow & Arrow,MALE,0,36,ST,10th Pass,12919555,2743560,506589,1241,507830,34.91593992,48.46385896,1454436
1762,Jharkhand,RAJMAHAL,HEMLAL MURMU,0,BJP,Lotus,MALE,0,63,ST,Graduate,56991946,17588570,407626,1009,408635,28.09577046,38.99735936,1454436
1763,Jharkhand,RAJMAHAL,GOPIN SOREN,0,CPI(M),"Hammer, Sickle and Star",MALE,0,56,ST,Graduate,2402310,10000,35577,9,35586,2.446721616,3.396087047,1454436
1764,Jharkhand,RAJMAHAL,MONIKA KISKU,0,AITC,Flowers and Grass,FEMALE,0,32,ST,Graduate,4946922,950000,17400,27,17427,1.198196414,1.66311496,1454436
1766,Jharkhand,RAJMAHAL,MANDAL HANSDA,0,IND,Bat,MALE,0,65,ST,12th Pass,872228,0,12128,2,12130,0.834000259,1.157605122,1454436
1767,Chhattisgarh,RAJNANDGAON,SANTOSH PANDEY,1,BJP,Lotus,MALE,0,51,GENERAL,Graduate Professional,24861970,1519820,660956,1431,662387,38.59031879,50.64593181,1716459
1768,Chhattisgarh,RAJNANDGAON,BHOLA RAM SAHU,0,INC,Hand,MALE,0,60,GENERAL,8th Pass,12428558,657124,549410,1011,550421,32.06723843,42.08504157,1716459
1770,Chhattisgarh,RAJNANDGAON,RAVITA LAKRA (DHRUV),0,BSP,Elephant,FEMALE,0,45,SC,Post Graduate,3892830,23000,17105,40,17145,0.998858697,1.310902087,1716459
1771,Rajasthan,RAJSAMAND,Diya Kumari,1,BJP,Lotus,FEMALE,0,48,GENERAL,Others,165984623,0,858690,4349,863039,45.11652659,69.55235452,1912911
1772,Rajasthan,RAJSAMAND,Devkinandan (Kaka),0,INC,Hand,MALE,1,76,GENERAL,Post Graduate,251586733,18611248,309748,1375,311123,16.26437404,25.07341753,1912911
1773,Rajasthan,RAJSAMAND,Chenaram,0,BSP,Elephant,MALE,0,45,GENERAL,Graduate,7374000,8851,15916,39,15955,0.834069123,1.285814217,1912911
1774,Rajasthan,RAJSAMAND,Chandra Prakash Tanwar,0,APoI,Coat,MALE,0,44,SC,5th Pass,300000,0,12885,2,12887,0.673685289,1.03856395,1912911
1776,Tamil Nadu,RAMANATHAPURAM,K. NAVASKANI,1,IUML,Ladder,MALE,1,39,GENERAL,12th Pass,364738171,47008615,467585,2358,469943,30.12957288,44.04657131,1559740
1777,Tamil Nadu,RAMANATHAPURAM,NAINAR NAGENTHRAN,0,BJP,Lotus,MALE,1,59,GENERAL,Post Graduate,194674653,80459602,341304,1517,342821,21.97936836,32.13174709,1559740
1778,Tamil Nadu,RAMANATHAPURAM,"V.D.N. ANANDH. B.E.,",0,IND,Gift Pack,MALE,4,38,GENERAL,Graduate Professional,49057656,6103249,141195,611,141806,9.091643479,13.29111848,1559740
1779,Tamil Nadu,RAMANATHAPURAM,T. BHUVANESWARI,0,NTK,Ganna Kisan,FEMALE,0,37,GENERAL,Graduate,955530,350000,46125,260,46385,2.973893085,4.34754898,1559740
1780,Tamil Nadu,RAMANATHAPURAM,VIJAYA BASKAR,0,MNM,Battery Torch,MALE,0,30,GENERAL,Graduate Professional,2636018,0,14802,123,14925,0.956890251,1.398882581,1559740
1781,Uttar Pradesh,RAMPUR,Mohammad Azam Khan,1,SP,Bicycle,MALE,10,64,GENERAL,Graduate Professional,46124814,0,559018,159,559177,33.2941353,52.69100805,1679506
1782,Uttar Pradesh,RAMPUR,Jayaprada Nahata,0,BJP,Lotus,FEMALE,0,57,GENERAL,12th Pass,279273009,16204374,448630,550,449180,26.744769,42.32603808,1679506
1783,Uttar Pradesh,RAMPUR,Sanjay Kapoor,0,INC,Hand,MALE,0,56,GENERAL,Graduate Professional,97199000,5525000,34965,44,35009,2.084481985,3.298883003,1679506
1784,Maharashtra,RAMTEK,Krupal Balaji Tumane,1,SHS,Bow and Arrow,MALE,0,53,SC,Graduate,95603165,4228793,594827,2299,597126,31.05560537,49.85168704,1922764
1785,Maharashtra,RAMTEK,Kishore Uttamrao Gajbhiye,0,INC,Hand,MALE,0,61,SC,Post Graduate,76190424,259920,468738,1605,470343,24.46181643,39.26707603,1922764
1786,Maharashtra,RAMTEK,Subhash Dharamdas Gajbhiye,0,BSP,Elephant,MALE,0,29,SC,10th Pass,950000,0,44242,85,44327,2.305379131,3.700685838,1922764
1787,Maharashtra,RAMTEK,Kiran Premkumar Rodge (Patankar),0,VBA,Cup & Saucer,FEMALE,0,58,SC,Literate,8100000,0,36218,122,36340,1.889987539,3.033882811,1922764
1788,West Bengal,RANAGHAT,JAGANNATH SARKAR,1,BJP,Lotus,MALE,1,56,SC,Graduate Professional,17622476,0,779767,3486,783253,44.44614051,52.75152091,1762252
1789,West Bengal,RANAGHAT,RUPALI BISWAS,0,AITC,Flowers and Grass,FEMALE,0,25,SC,Graduate,7370951,1727897,548736,1089,549825,31.20013483,37.03031458,1762252
1790,West Bengal,RANAGHAT,BISWAS RAMA,0,CPI(M),"Hammer, Sickle and Star",FEMALE,1,56,SC,Post Graduate,3211830,0,97462,309,97771,5.548071445,6.584805869,1762252
1791,West Bengal,RANAGHAT,MINATI BISWAS,0,INC,Hand,FEMALE,0,56,SC,Graduate,3197168,777679,23178,119,23297,1.322001621,1.569036037,1762252
1792,Jharkhand,RANCHI,SANJAY SETH,1,BJP,Lotus,MALE,0,60,GENERAL,Graduate Professional,14044267,100000,703983,2527,706510,36.8750062,57.17886006,1915959
1793,Jharkhand,RANCHI,SUBODH KANT SAHAY,0,INC,Hand,MALE,1,67,GENERAL,Graduate,73566185,11873779,422600,1130,423730,22.11581772,34.29307211,1915959
1794,Jharkhand,RANCHI,RAM TAHAL CHOUDHARY,0,IND,Football,MALE,0,77,GENERAL,10th Pass,45998584,0,29396,143,29539,1.541734453,2.390633321,1915959
1795,Madhya Pradesh,RATLAM,GUMAN SINGH DAMOR,1,BJP,Lotus,MALE,0,62,ST,Graduate Professional,42072262,4890940,694243,1860,696103,37.60458578,49.67427489,1851112
1796,Madhya Pradesh,RATLAM,KANTILAL BHURIA,0,INC,Hand,MALE,1,68,ST,Post Graduate,90679618,904000,604409,1058,605467,32.70828561,43.20644243,1851112
1798,Madhya Pradesh,RATLAM,KAMLESHWAR BHIL,0,BTP,Auto- Rickshaw,MALE,4,28,ST,Graduate,62500,0,14704,80,14784,0.798655079,1.054993988,1851112
1799,Maharashtra,RATNAGIRI - SINDHUDURG,Vinayak Raut,1,SHS,Bow and Arrow,MALE,3,65,GENERAL,Post Graduate,50660534,2830000,456013,2009,458022,31.46669671,50.75851522,1455577
1800,Maharashtra,RATNAGIRI - SINDHUDURG,Nilesh Narayan Rane,0,MSHP,Refrigerator,MALE,5,38,GENERAL,Doctorate,254141202,76363728,278626,1074,279700,19.21574743,30.99666983,1455577
1801,Maharashtra,RATNAGIRI - SINDHUDURG,Navinchandra Bhalchandra Bandivadekar,0,INC,Hand,MALE,0,62,GENERAL,10th Pass,124520857,16820672,63013,286,63299,4.348722191,7.014866654,1455577
1802,Maharashtra,RATNAGIRI - SINDHUDURG,Maruti Ramchandra Joshi,0,VBA,Whistle,MALE,0,74,GENERAL,8th Pass,3493826,0,30639,243,30882,2.121632864,3.422378111,1455577
1803,Maharashtra,RATNAGIRI - SINDHUDURG,Nilesh Bhikaji Bhatade,0,IND,Almirah,MALE,0,28,GENERAL,Graduate,316000,0,17667,1,17668,1.213814178,1.95798771,1455577
1805,Maharashtra,RATNAGIRI - SINDHUDURG,Rajesh Dilipkumar Jadhav,0,BARESP,Air Conditioner,MALE,0,32,SC,Graduate,202000,0,9563,2,9565,0.657127723,1.0600041,1455577
1806,Maharashtra,RAVER,Khadse Raksha Nikhil,1,BJP,Lotus,FEMALE,0,31,GENERAL,Graduate,172713734,0,652212,3174,655386,36.92209407,59.77012543,1775051
1807,Maharashtra,RAVER,Dr.Ulhas Vasudeo Patil,0,INC,Hand,MALE,1,59,GENERAL,Post Graduate,198503281,4508413,318740,764,319504,17.99970818,29.13823938,1775051
1808,Maharashtra,RAVER,Nitin Pralhad Kandelkar,0,VBA,Cup & Saucer,MALE,0,39,GENERAL,12th Pass,8901000,4450000,88108,257,88365,4.978166825,8.058742685,1775051
1809,Madhya Pradesh,REWA,JANARDAN MISHRA,1,BJP,Lotus,MALE,0,62,GENERAL,Graduate Professional,20359750,580627,580769,3000,583769,34.75779591,57.53504719,1679534
1810,Madhya Pradesh,REWA,"SIDDHARTH TIWARI ""RAJ""",0,INC,Hand,MALE,0,34,GENERAL,Graduate Professional,30182893,1325755,270519,442,270961,16.13310597,26.70534736,1679534
1811,Madhya Pradesh,REWA,VIKASH SINGH PATEL,0,BSP,Elephant,MALE,0,36,GENERAL,Graduate,15156991,3100000,91012,97,91109,5.424659459,8.979511784,1679534
1812,Madhya Pradesh,REWA,GIRIJESH SINGH SENGER,0,CPI(M),"Hammer, Sickle and Star",MALE,0,49,GENERAL,Post Graduate,3498413,265000,10401,22,10423,0.620588806,1.027269,1679534
1813,Uttar Pradesh,ROBERTSGANJ,PAKAURI LAL KOL,1,ADAL,Cup & Saucer,MALE,0,66,SC,Literate,23048078,684133,447691,223,447914,25.9880548,45.29856271,1723538
1814,Uttar Pradesh,ROBERTSGANJ,BHAI LAL,0,SP,Bicycle,MALE,1,67,SC,10th Pass,20813273,640631,393304,274,393578,22.83546983,39.80343931,1723538
1815,Uttar Pradesh,ROBERTSGANJ,BHAGWATI PRASAD CHAUDHARI,0,INC,Hand,MALE,0,64,SC,Graduate Professional,26146670,4105250,35222,47,35269,2.046314035,3.566834277,1723538
1817,Uttar Pradesh,ROBERTSGANJ,ANUJ KUMAR KANAUJIA,0,BLRP,BUCKET,MALE,0,28,SC,Post Graduate,1696772,0,18333,5,18338,1.06397422,1.854563695,1723538
1818,Uttar Pradesh,ROBERTSGANJ,ASHOK KUMAR KANAUJIYA,0,CPI(M),Ears of Corn And Sickle,MALE,0,55,SC,Graduate Professional,2925000,0,17445,21,17466,1.013380616,1.76637635,1723538
1819,Uttar Pradesh,ROBERTSGANJ,S R DARAPURI,0,AIPF,Cot,MALE,0,64,SC,Graduate,12713261,105801,11029,3,11032,0.640078722,1.11569128,1723538
1820,Haryana,ROHTAK,ARVIND KUMAR SHARMA,1,BJP,Lotus,MALE,0,56,GENERAL,Post Graduate,41079284,16778090,566242,7603,573845,33.03402791,46.84471924,1737133
1821,Haryana,ROHTAK,DEEPENDER SINGH HOODA,0,INC,Hand,MALE,0,41,GENERAL,Post Graduate,447255719,21846800,563606,2736,566342,32.60210934,46.23222644,1737133
1822,Haryana,ROHTAK,KISHAN LAL PANCHAL,0,BSP,Elephant,MALE,0,51,GENERAL,5th Pass,10638347,0,38163,201,38364,2.208466479,3.131770441,1737133
1823,Haryana,ROHTAK,PRADEEP KUMAR DESWAL,0,JNJP,Chappals,MALE,3,32,GENERAL,Post Graduate,5150821,0,21050,161,21211,1.221034889,1.731518685,1737133
1824,Gujarat,SABARKANTHA,RATHOD DIPSINH SHANKARSINH,1,BJP,Lotus,MALE,0,67,GENERAL,8th Pass,23997443,0,696497,5486,701983,38.96189024,57.49350111,1801717
1825,Gujarat,SABARKANTHA,THAKOR RAJENDRASINH SHIVSINH,0,INC,Hand,MALE,0,46,GENERAL,Graduate,22687227,800000,428836,4161,432997,24.03246459,35.46312874,1801717
1826,Gujarat,SABARKANTHA,RAVAL RAJUBHAI PUNJABHAI,0,IND,Gas Cylinder,MALE,0,38,GENERAL,10th Pass,590918,0,17154,21,17175,0.953257365,1.406659252,1801717
1827,Madhya Pradesh,SAGAR,RAJBAHADUR SINGH,1,BJP,Lotus,MALE,1,51,GENERAL,Post Graduate,16416828,547428,645338,893,646231,40.81985738,62.28516408,1583129
1828,Madhya Pradesh,SAGAR,PRABHU SINGH THAKUR,0,INC,Hand,MALE,0,65,GENERAL,Post Graduate,116106237,869967,340335,354,340689,21.51997721,32.83635459,1583129
1829,Madhya Pradesh,SAGAR,RAJKUMAR YADAV,0,BSP,Elephant,MALE,0,47,GENERAL,12th Pass,4225000,300000,20327,36,20363,1.286250205,1.962630694,1583129
1830,Uttar Pradesh,SAHARANPUR,HAJI FAZLUR REHMAN,1,BSP,Elephant,MALE,0,67,GENERAL,Graduate,46146135,60000,513268,871,514139,29.56381585,41.7172304,1739082
1831,Uttar Pradesh,SAHARANPUR,RAGHAV LAKHANPAL,0,BJP,Lotus,MALE,2,44,GENERAL,Post Graduate,47543994,0,489942,1780,491722,28.27480245,39.89831537,1739082
1832,Uttar Pradesh,SAHARANPUR,IMRAN MASOOD,0,INC,Hand,MALE,8,48,GENERAL,12th Pass,50597337,0,206908,160,207068,11.9067416,16.80149427,1739082
1833,Tamil Nadu,SALEM,PARTHIBAN.S.R,1,DMK,Rising Sun,MALE,4,49,GENERAL,Graduate Professional,60045532,4039841,602453,3849,606302,37.59984422,48.25977251,1612512
1834,Tamil Nadu,SALEM,SARAVANAN.K.R.S,0,AIADMK,Two Leaves,MALE,0,44,GENERAL,Graduate Professional,15055729,0,458118,1258,459376,28.4882221,36.56491527,1612512
1835,Tamil Nadu,SALEM,PRABHU MANIKANDAN.M,0,MNM,Battery Torch,MALE,0,28,GENERAL,Graduate Professional,2750000,900000,58472,190,58662,3.637926415,4.669314591,1612512
1836,Tamil Nadu,SALEM,SELVAM.S.K,0,IND,Gift Pack,MALE,3,57,GENERAL,10th Pass,9748974,100000,52252,80,52332,3.245371197,4.16546608,1612512
1837,Tamil Nadu,SALEM,RASA.A,0,NTK,Ganna Kisan,MALE,3,57,GENERAL,12th Pass,15668882,0,33741,149,33890,2.101689786,2.697539659,1612512
1839,Uttar Pradesh,SALEMPUR,RAVINDER,1,BJP,Lotus,MALE,0,55,GENERAL,12th Pass,27031724,249400,464629,3311,467940,28.06603802,50.63732211,1667282
1840,Uttar Pradesh,SALEMPUR,R S KUSHWAHA,0,BSP,Elephant,MALE,0,62,GENERAL,Others,115246002,265057,352381,2944,355325,21.31163175,38.45088362,1667282
1841,Uttar Pradesh,SALEMPUR,RAJARAM,0,SBSP,Walking Stick,MALE,0,54,GENERAL,10th Pass,6310007,0,33552,16,33568,2.013336676,3.632503374,1667282
1842,Uttar Pradesh,SALEMPUR,RAJESH KUMAR MISHRA,0,INC,Hand,MALE,1,61,GENERAL,Doctorate,13088751,903849,27045,318,27363,1.641174079,2.961039973,1667282
1843,Bihar,SAMASTIPUR (SC),Ramchandra Paswan,1,LJP,Bungalow,MALE,5,58,SC,10th Pass,17375975,999057,561460,983,562443,33.49809116,55.15385317,1679030
1844,Bihar,SAMASTIPUR (SC),Dr. Ashok Kumar,0,INC,Hand,MALE,0,64,SC,Graduate Professional,20396690,0,310016,784,310800,18.51068772,30.47743072,1679030
1846,Bihar,SAMASTIPUR (SC),Vidya Nand Ram,0,WAP,Boat with Man and Sail,MALE,0,46,SC,Post Graduate,593059,0,29392,0,29392,1.750534535,2.882215713,1679030
1847,Bihar,SAMASTIPUR (SC),Suraj Kumar Das,0,IND,Auto- Rickshaw,MALE,0,37,SC,Post Graduate,1432734,445000,22170,17,22187,1.321417723,2.175684541,1679030
1848,Bihar,SAMASTIPUR (SC),Asha Devi,0,AAM,CHAPATI ROLLER,FEMALE,1,25,SC,Literate,1628121,51000,14099,15,14114,0.840604397,1.38403622,1679030
1849,Bihar,SAMASTIPUR (SC),Mantesh Kumar,0,BSP,Elephant,MALE,0,40,SC,Graduate,2540500,20000,11681,37,11718,0.697902956,1.149081509,1679030
1850,Bihar,SAMASTIPUR (SC),Vijay Kumar Ram,0,VCSMP,Tiller,MALE,0,32,SC,12th Pass,33000,50000,10510,2,10512,0.62607577,1.030819664,1679030
1851,Odisha,SAMBALPUR,NITESH GANGA DEB,1,BJP,Lotus,MALE,1,47,GENERAL,12th Pass,269543587,10337195,471382,2388,473770,32.26151321,42.05076589,1468530
1852,Odisha,SAMBALPUR,NALINI KANTA PRADHAN,0,BJD,Conch,MALE,0,61,GENERAL,Post Graduate,75651064,2259000,464063,545,464608,31.63762402,41.23756726,1468530
1853,Odisha,SAMBALPUR,SARAT PATTANAYAK,0,INC,Hand,MALE,0,62,GENERAL,Graduate Professional,59424606,703915,135672,297,135969,9.258850687,12.06830442,1468530
1855,Uttar Pradesh,SAMBHAL,DR. SHAFIQUR REHMAN BARQ,1,SP,Bicycle,MALE,0,86,GENERAL,Graduate,13296671,0,657505,501,658006,35.98091389,55.58478376,1828764
1856,Uttar Pradesh,SAMBHAL,PARAMESHVAR LAL SAINI,0,BJP,Lotus,MALE,0,64,GENERAL,10th Pass,110088877,4943218,482466,714,483180,26.42112378,40.81642997,1828764
1857,Uttar Pradesh,SAMBHAL,MAJOR JAGAT PAL SINGH,0,INC,Hand,MALE,0,78,GENERAL,Graduate,27137444,0,12076,29,12105,0.661922479,1.022564851,1828764
1858,Maharashtra,SANGLI,Sanjaykaka Patil,1,BJP,Lotus,MALE,1,54,GENERAL,10th Pass,191192187,23345328,503615,5380,508995,28.13512066,42.68047772,1809109
1859,Maharashtra,SANGLI,Vishal Prakashbapu Patil,0,SWP,Bat,MALE,3,38,GENERAL,Graduate,217156936,103062594,342016,2627,344643,19.05042759,28.89915988,1809109
1860,Maharashtra,SANGLI,Gopichand Kundlik Padalkar,0,VBA,Cup & Saucer,MALE,5,36,GENERAL,12th Pass,10372000,42000,297349,2885,300234,16.59568329,25.17535644,1809109
1861,Punjab,SANGRUR,BHAGWANT MANN,1,AAP,Broom,MALE,0,45,GENERAL,12th Pass,16427274,0,412201,1360,413561,27.04018684,37.35007984,1529431
1862,Punjab,SANGRUR,KEWAL SINGH DHILLON,0,INC,Hand,MALE,0,68,GENERAL,12th Pass,1310793341,100605212,302559,791,303350,19.83417362,27.39655509,1529431
1863,Punjab,SANGRUR,PARMINDER SINGH DHINDSA,0,SAD,Scales,MALE,1,43,GENERAL,Post Graduate,179035633,0,262622,876,263498,17.2284987,23.79738742,1529431
1864,Punjab,SANGRUR,SIMRANJIT SINGH MANN,0,SAD(M),Truck,MALE,0,74,GENERAL,Graduate,170971628,5000000,48234,131,48365,3.162287151,4.368005231,1529431
1865,Punjab,SANGRUR,JASRAJ SINGH LONGIA,0,LIP,Letter Box,MALE,0,46,GENERAL,Graduate,17041210,11700000,20016,71,20087,1.313364251,1.814124286,1529431
1866,Uttar Pradesh,SANT KABIR NAGAR,PRAVEEN KUMAR NISHAD,1,BJP,Lotus,MALE,0,30,ST,Graduate Professional,4300614,2326248,466167,1376,467543,23.8189559,43.94510891,1962903
1867,Uttar Pradesh,SANT KABIR NAGAR,BHEESHMA SHANKAR,0,BSP,Elephant,MALE,0,54,GENERAL,12th Pass,142535633,0,430899,895,431794,21.9977248,40.58500364,1962903
1868,Uttar Pradesh,SANT KABIR NAGAR,BHAL CHANDRA YADAV,0,INC,Hand,MALE,2,60,GENERAL,Graduate,15341651,10068345,128242,264,128506,6.54673206,12.07848298,1962903
1870,Bihar,SARAN,Rajiv Pratap Rudy,1,BJP,Lotus,MALE,0,58,GENERAL,Post Graduate,80740349,0,496992,2994,499986,29.98861001,52.98622849,1667253
1871,Bihar,SARAN,Chandrika Roy,0,RJD,Hurricane Lamp,MALE,3,61,GENERAL,Doctorate,96944980,1901831,360461,1114,361575,21.68687056,38.31806404,1667253
1873,Bihar,SARAN,Sheojee Ram,0,BSP,Elephant,MALE,1,44,SC,Graduate,11000,0,15196,87,15283,0.91665752,1.61962241,1667253
1874,Bihar,SARAN,Shiv Brat Singh,0,IND,Tractor Chalata Kisan,MALE,0,53,GENERAL,Doctorate,7698001,300000,14617,1,14618,0.876771552,1.549148752,1667253
1875,Chhattisgarh,SARGUJA,Renuka Singh Saruta,1,BJP,Lotus,FEMALE,0,55,ST,12th Pass,27682493,3251275,662428,1283,663711,40.09759316,51.80320883,1655239
1876,Chhattisgarh,SARGUJA,Khel Sai Singh,0,INC,Hand,MALE,0,72,ST,Post Graduate,76086898,7070521,504927,911,505838,30.55981644,39.48108672,1655239
1878,Chhattisgarh,SARGUJA,Asha Devi Poya,0,GGP,Saw,FEMALE,0,44,ST,Graduate Professional,2768500,1000000,24439,24,24463,1.477913461,1.909357985,1655239
1879,Chhattisgarh,SARGUJA,Maya Bhagat,0,BSP,Elephant,FEMALE,0,40,ST,Post Graduate,7849844,0,18489,45,18534,1.119717455,1.446594485,1655239
1880,Bihar,SASARAM (SC),CHHEDI PASWAN,1,BJP,Lotus,MALE,4,63,SC,Post Graduate,32152250,2214842,492364,2436,494800,27.67526643,50.71870288,1787878
1881,Bihar,SASARAM (SC),MEIRA KUMAR,0,INC,Hand,FEMALE,0,74,SC,Post Graduate,475194636,0,326373,2682,329055,18.4047793,33.72926996,1787878
1882,Bihar,SASARAM (SC),MANOJ KUMAR,0,BSP,Elephant,MALE,0,35,SC,Graduate,8864060,0,86187,219,86406,4.832880096,8.856912371,1787878
1884,Bihar,SASARAM (SC),ASHOK BAITHA,0,IND,Cup & Saucer,MALE,10,48,SC,10th Pass,816680,0,9973,56,10029,0.560944315,1.028007015,1787878
1885,Maharashtra,SATARA,SHRIMANT CHH. UDAYANRAJE PRATAPSINHMAHARAJ BHONSLE,1,NCP,Clock,MALE,8,53,GENERAL,12th Pass,1996813173,12340338,576078,2948,579026,31.32428703,51.80249374,1848489
1886,Maharashtra,SATARA,NARENDRA ANNASAHEB PATIL,0,SHS,Bow and Arrow,MALE,4,44,GENERAL,12th Pass,152801213,51954358,449661,2837,452498,24.47934502,40.48268094,1848489
1887,Maharashtra,SATARA,SAHADEO KERAPPA AIWALE,0,VBA,Cup & Saucer,MALE,0,63,SC,Graduate Professional,1427313,400000,40563,110,40673,2.200337681,3.638805214,1848489
1888,Madhya Pradesh,SATNA,GANESH SINGH,1,BJP,Lotus,MALE,2,56,GENERAL,Post Graduate,41719076,0,587410,1343,588753,37.37962394,52.86198491,1575064
1889,Madhya Pradesh,SATNA,RAJARAM TRIPATHI,0,INC,Hand,MALE,0,66,GENERAL,12th Pass,150375545,18844623,356973,307,357280,22.6835227,32.07886833,1575064
1890,Madhya Pradesh,SATNA,ACCHE LAL KUSHAWAHA,0,BSP,Elephant,MALE,2,62,GENERAL,8th Pass,24846270,746000,109901,60,109961,6.981367106,9.872997203,1575064
1891,Telangana,SECUNDRABAD,G . KISHAN REDDY,1,BJP,Lotus,MALE,0,58,GENERAL,Others,81430778,4500000,384248,532,384780,19.54908763,42.04037528,1968276
1892,Telangana,SECUNDRABAD,TALASANI SAI KIRAN YADAV,0,TRS,Car,MALE,6,32,GENERAL,Post Graduate,301011219,68489543,322482,184,322666,16.39333102,35.25391062,1968276
1893,Telangana,SECUNDRABAD,ANJAN KUMAR YADAV. M,0,INC,Hand,MALE,0,58,GENERAL,Graduate,24655065,2400000,173027,202,173229,8.801052291,18.92669102,1968276
1894,Telangana,SECUNDRABAD,N . SHANKAR GOUD,0,JnP,Glass Tumbler,MALE,0,44,GENERAL,8th Pass,34643000,1800000,9677,6,9683,0.491953364,1.057947279,1968276
1895,Madhya Pradesh,SHAHDOL,HIMADRI SINGH,1,BJP,Lotus,FEMALE,0,32,ST,Graduate,36564408,1736289,746122,1855,747977,45.1547685,60.3944655,1656474
